mes,archivo,fecha,documento,cliente,efectivo,transferencia_bancaria,cupon,total_pago,estado_captura,ruta_imagen
2026-03,WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg,2026-03-05,0000003093,"ALIMERKA, C.A.",0.0,584.01,0.0,584.01,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg,2026-03-05,0000003094,SUPERMERCADO MINGYU CA,0.0,680.81,0.0,680.81,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg,2026-03-05,0000003095,CHACIN MINI ABASTO FP,0.0,252.53,0.0,252.53,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg,2026-03-05,0000003096,CEN BOLIVAR,0.0,314.15,0.0,314.15,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg,2026-03-05,0000003097,"INSIEME, S.A.",0.0,1775.52,0.0,1775.52,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg,2026-03-05,0000003128,"DEPOSITADORA GIGANTE, C.A.",0.0,255.45,0.0,255.45,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg,2026-03-05,0000003129,"BODEMARKET,C.A",0.0,579.0,0.0,579.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg,2026-03-05,0000003130,SUPERCOMBO EXPRESS CA,0.0,303.08,0.0,303.08,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg,2026-03-05,0000003131,AUTOMERCADO PACIFICO,0.0,585.52,0.0,585.52,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg,2026-03-05,0000003151,SUPERMERCADO EL ORIENTE DORADO CA,0.0,559.56,0.0,559.56,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg,2026-03-05,0000003152,PANAD. PAST. CHARCUT. Y BOD. CITY MANZION 95 CA,0.0,241.15,0.0,241.15,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-05 at 10.14.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg,2026-03-07,0000003189,VIVERES ASIA,0.0,294.45,0.0,294.45,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg,2026-03-07,0000003191,LEYUMIR ELENA HENRIQUEZ LAYA,0.0,82.23,0.0,82.23,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg,2026-03-07,0000003192,"MINI SUPER 2017,C.A.",0.0,832.85,0.0,832.85,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg,2026-03-07,0000003193,"MINI SUPER 2017,C.A.",0.0,255.38,0.0,255.38,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg,2026-03-07,0000003232,COMERCIALIZADORA PEREDA,0.0,50.0,0.0,50.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg,2026-03-07,0000003233,COMERCIAL NUEVA CARACAS 168 C.A,0.0,137.6,0.0,137.6,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg,2026-03-07,0000003234,COMERCIAL NUEVA CARACAS 168 C.A,0.0,121.64,0.0,121.64,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg,2026-03-07,0000003235,CARNICERIA LAS PALMERAS DK2021 FP,0.0,10.22,0.0,10.22,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg,2026-03-07,0000003236,"INVERSIONES NUEVA MIRANDA 88, C. A.",0.0,92.46,0.0,92.46,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg,2026-03-07,0000003263,ALVAREZ PLAZA MARKET F.P,239.82,0.0,0.0,239.82,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg,2026-03-07,0000003268,CEN SUPER MARKET,0.0,135.77,0.0,135.77,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg,2026-03-07,0000003269,AUTOMERCADO PACIFICO,0.0,124.58,0.0,124.58,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg,2026-03-07,0000003270,AUTOMERCADO PACIFICO,0.0,337.37,0.0,337.37,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-07 at 9.41.01 AM.jpeg
2026-03,WhatsApp Image 2026-03-10 at 8.49.29 AM.jpeg,2026-03-10,0000003339,SUPER CASA WIPI,0.0,76.43,0.0,76.43,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-10 at 8.49.29 AM.jpeg
2026-03,WhatsApp Image 2026-03-11 at 3.12.47 PM.jpeg,2026-03-11,0000003497,BODEGON EL IMPERIO CA,0.0,46.02,0.0,46.02,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-11 at 3.12.47 PM.jpeg
2026-03,WhatsApp Image 2026-03-11 at 3.12.47 PM.jpeg,2026-03-11,0000003498,COMERCIALIZADORA PEREDA,0.0,183.0,0.0,183.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-11 at 3.12.47 PM.jpeg
2026-03,WhatsApp Image 2026-03-11 at 3.12.47 PM.jpeg,2026-03-11,0000003499,"FANG KING MARKET F,P",0.0,143.08,0.0,143.08,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-11 at 3.12.47 PM.jpeg
2026-03,WhatsApp Image 2026-03-11 at 3.12.47 PM.jpeg,2026-03-11,0000003500,"URANGA INVERSIONES, F.P",0.0,906.41,0.0,906.41,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-11 at 3.12.47 PM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003568,LIELISBETH GABRIELA CORDERO ( CORDERO ALEIRBAG SHOP FP),0.0,80.0,0.0,80.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003569,"INVERSIONES TIBACUY SINAI F,P",0.0,200.0,0.0,200.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003595,AUTOMERCADO DAVID FP,0.0,180.07,0.0,180.07,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003596,BOLIVAR INVERSIONES CHADAI FP,0.0,155.83,0.0,155.83,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003597,CHANG SUPERMARKET 29 DE MARZO,0.0,97.78,0.0,97.78,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003598,EMPRENDIMIENTO MAHRAN SHOKFAN,0.0,97.23,0.0,97.23,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003599,FRESH MARKET C.A.,0.0,462.03,0.0,462.03,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003600,INVERSIONES PERFECTO C.A,0.0,411.68,0.0,411.68,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003601,"SUPERTODO BOULEVARD, C.A",0.0,211.47,0.0,211.47,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003602,TREBOLLS MARKET CA,0.0,139.12,0.0,139.12,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003639,CEN SUPER MARKET,0.0,677.95,0.0,677.95,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003640,COMERCIAL EL GRAN MUNDO 888 CA,0.0,448.23,0.0,448.23,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003641,"AUTOMERCADO Y PANADERIA LA NARANJA, C. A.",0.0,110.0,0.0,110.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003642,LIMEGA PORTELA F.P,0.0,96.14,0.0,96.14,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003643,SUPER CASA WIPI,0.0,67.47,0.0,67.47,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003644,"THE HAO SUPERMARKET, C.A",0.0,674.73,0.0,674.73,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003645,"THE HAO SUPERMARKET, C.A",0.0,24.35,0.0,24.35,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg,2026-03-12,0000003654,DISTRIBUIDORA MEGAMAXI CA,0.0,102.27,0.0,102.27,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-12 at 8.31.51 AM.jpeg
2026-03,WhatsApp Image 2026-03-13 at 8.54.05 AM.jpeg,2026-03-13,0000003667,AUTOMERCADO PACIFICO,0.0,506.05,0.0,506.05,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-13 at 8.54.05 AM.jpeg
2026-03,WhatsApp Image 2026-03-13 at 8.54.05 AM.jpeg,2026-03-13,0000003668,CEN SUPER MARKET,0.0,229.3,0.0,229.3,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-13 at 8.54.05 AM.jpeg
2026-03,WhatsApp Image 2026-03-13 at 8.54.05 AM.jpeg,2026-03-13,0000003673,ROSARIO INVERSIONES EXITO FP,0.0,255.56,0.0,255.56,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-13 at 8.54.05 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003748,SUPERMERCADO BARRIO SUCRE 88 F.P,69.25,0.0,0.0,69.25,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003749,"THE HAO SUPERMARKET, C.A",0.0,1004.34,0.0,1004.34,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003750,"AUTOMERCADO Y PANADERIA LA NARANJA, C. A.",0.0,100.0,0.0,100.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003758,AUTOMERCADO DAVID FP,0.0,56.43,0.0,56.43,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003759,AUTO MERCADO UNIOFERTAS CENTERCA,0.0,57.79,0.0,57.79,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003760,CEN SUPER MARKET,0.0,135.77,0.0,135.77,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003761,COMERCIAL EL GRAN MUNDO 888 CA,0.0,694.41,0.0,694.41,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003762,LA FRAGATA EXQUISITECES CA,0.0,152.33,0.0,152.33,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003763,DISTRIBUIDORA MEGAMAXI C.A,0.0,86.75,0.0,86.75,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003764,"MERCATODOS ANZOATEGUI, C.A",0.0,582.85,0.0,582.85,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003765,"MINI SUPER 2017,C.A.",0.0,3617.34,0.0,3617.34,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003775,"MINISUPER 2017,C.A.",0.0,168.53,0.0,168.53,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003805,SUPERMERCADO BARRIO SUCRE 88 F.P,0.0,164.19,0.0,164.19,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003806,"AUTOMERCADO LOS AMIGOS, C.A",0.0,820.56,0.0,820.56,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003807,CHACIN MINI ABASTO FP,0.0,161.39,0.0,161.39,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg,2026-03-14,0000003808,"COMERCIALIZADORA Y DISTRIBUIDORA CHACIN Y AURA, C.A.",0.0,82.52,0.0,82.52,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-14 at 8.25.27 AM.jpeg
2026-03,WhatsApp Image 2026-03-18 at 9.36.18 AM.jpeg,2026-03-18,0000003965,COMERCIALIZADORA PEREDA,0.0,67.0,0.0,67.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-18 at 9.36.18 AM.jpeg
2026-03,WhatsApp Image 2026-03-18 at 9.36.18 AM.jpeg,2026-03-18,0000003966,COMERCIALIZADORA PEREDA,0.0,25.36,0.0,25.36,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-18 at 9.36.18 AM.jpeg
2026-03,WhatsApp Image 2026-03-18 at 9.36.18 AM.jpeg,2026-03-18,0000003967,MARKET LUISAR CA,0.0,31.31,0.0,31.31,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-18 at 9.36.18 AM.jpeg
2026-03,WhatsApp Image 2026-03-18 at 9.36.18 AM.jpeg,2026-03-18,0000003968,"INSIEME, S.A.",0.0,335.8,0.0,335.8,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-18 at 9.36.18 AM.jpeg
2026-03,WhatsApp Image 2026-03-18 at 9.36.18 AM.jpeg,2026-03-18,0000003969,SUPERMERCADO MINGYU CA,0.0,778.46,0.0,778.46,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-18 at 9.36.18 AM.jpeg
2026-03,WhatsApp Image 2026-03-18 at 9.36.18 AM.jpeg,2026-03-18,0000003970,"INVERSIONES TIBACUY SINAIF,P",0.0,250.0,0.0,250.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-18 at 9.36.18 AM.jpeg
2026-03,WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg,2026-03-19,0000004033,EXQUISITECES Y CHARCUTERIA AEROPAN CA,0.0,0.0,0.0,0.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg
2026-03,WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg,2026-03-19,0000004035,EXQUISITECES Y CHARCUTERIA AEROPANCA,0.0,309.65,0.0,309.65,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg
2026-03,WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg,2026-03-19,0000004037,EMPRENDIMIENTO SHADI HAMAD,0.0,211.09,0.0,211.09,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg
2026-03,WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg,2026-03-19,0000004038,"AUTOMERCADO Y PANADERIA LA NARANJA, C. A.",0.0,99.99,0.0,99.99,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg
2026-03,WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg,2026-03-19,0000004039,SUPERMERCADO DIECIOCHO,0.0,339.39,0.0,339.39,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg
2026-03,WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg,2026-03-19,0000004040,AUTOMERCADO PACIFICO,0.0,187.18,0.0,187.18,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg
2026-03,WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg,2026-03-19,0000004041,"MINI SUPER 2017,C.A.",0.0,450.17,0.0,450.17,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg
2026-03,WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg,2026-03-19,0000004043,VIVERES ASIA,0.0,281.64,0.0,281.64,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg
2026-03,WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg,2026-03-19,0000004044,VIVERES ASIA,0.0,124.42,0.0,124.42,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg
2026-03,WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg,2026-03-19,0000004047,DISTRIBUIDORA MEGAMAXI C.A,0.0,122.42,0.0,122.42,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg
2026-03,WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg,2026-03-19,0000004048,"MINI SUPER 2017,C.A.",0.0,386.96,0.0,386.96,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg
2026-03,WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg,2026-03-19,0000004049,NG DARLI MUNDO FP,0.0,283.86,0.0,283.86,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg
2026-03,WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg,2026-03-19,0000004050,MINIMARKET SURTIORIENTE CA,0.0,422.35,0.0,422.35,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg
2026-03,WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg,2026-03-19,0000004066,ARIANNE SOFIA MORALES HERRERA,0.0,300.0,0.0,300.0,VERIFICADO,C:\Users\Marcos\Mi unidad\FYS\Pagos_procesados\2026-03\WhatsApp Image 2026-03-19 at 10.40.36 AM.jpeg
